area_km2,gross_m,ntg,phi,sw,bo,ooip_mmbbl
2.727749033773727,44.06330918668305,0.3307680773745103,0.06925059002888899,0.21666421417654402,1.2590071783138215,10.77422088864962
2.914613885371756,45.805355880977956,0.37602053162311566,0.055913845771888085,0.29721217844689646,1.2502720574519504,9.923970009702751
2.816588410367414,42.00886300325002,0.41245484531017196,0.058816871382765146,0.2305384460227554,1.2719407251224077,10.92195099660504
2.556107306991959,44.343465274345334,0.4269846408722919,0.05468598275008812,0.2569217876971443,1.2703586942168268,9.73739247065472
2.584078590955322,41.38750375667704,0.4142200701699998,0.060396416261986864,0.2622370431323568,1.2545283752716723,9.896716782449625
2.8921981869927853,45.029812666088155,0.3741355076922301,0.07113837763697792,0.2397328019507767,1.223061061404368,13.552415671796567
2.4238464440343224,43.77202606375478,0.41330217050916307,0.07067379455464624,0.244352069849328,1.283030529569019,11.480158416241531
2.8491349836252144,41.216491225395515,0.4207802300767703,0.04770757964163503,0.24021026227690268,1.2830117606440994,8.780658082000105
2.8314125670786057,40.31130341658097,0.3925253864645462,0.0590064615223291,0.2112877892350283,1.223750250337002,10.716688697317517
2.6527104801593158,45.975388916094275,0.3898515647780535,0.05622630880813133,0.3246821766869508,1.2634634318374973,8.987464377315892
2.585177139574837,43.652648416872836,0.383638582351425,0.056797804855910385,0.20960908837812986,1.2514721898879093,9.768165169708057
2.575817926798537,45.68706898623795,0.37482271120976146,0.06858050298680567,0.23603097220454836,1.2252780572731548,11.863522138274934
2.5670067620424755,41.93071541216307,0.4240730303011267,0.06385632148173197,0.22969458647613,1.250399964171666,11.294197022258848
2.6427781605314338,43.646259550092026,0.3431391226666583,0.05492556263339652,0.21349331849017572,1.2274211207491825,8.761911090616254
2.6690749568679335,44.46531881323725,0.3922888059163952,0.056262953880606134,0.26866561111494147,1.2574579654396898,9.582320039308692
2.691929110183105,41.29778924618405,0.39895405361112535,0.05744363785546386,0.31420904788605414,1.2325122112476208,8.916476865917458
3.0770269424112593,43.96329854555922,0.3886706112494339,0.0514870460540725,0.22049375675851313,1.2831510471125394,10.343811318205933
2.828295443376906,46.12234976891765,0.4141033409342391,0.052952232386207915,0.28631697954288104,1.2396465343270957,10.35795995408489
2.7262264048500118,42.65865337292924,0.3689046021194827,0.05552169898277123,0.25138952696346095,1.2400712479435385,9.044668813002012
3.0526891138718675,42.67690869867601,0.3989389497988687,0.05179919891788144,0.21111273541006523,1.2671998161130222,10.54174206439758
2.5525166872549376,42.65864437293328,0.41206033998812724,0.05690701098659855,0.2393607901110871,1.2375890557000975,9.87056487264683
2.5315404867584395,43.83304067897908,0.3880191061832303,0.05813835117854956,0.2513401412755686,1.23998416739832,9.506228133124281
2.7212347226671456,43.05638772750869,0.3757541789331609,0.06654086716765416,0.2694907299102979,1.242994673624984,10.829037590401246
2.4688893087483783,44.06968164623753,0.3719107218282104,0.04675404748590712,0.2475788690093665,1.242128242684218,7.208277848775792
